source_apartment_id,recommended_apartment_id,rank,similarity_score
177,295,2,0.7025605810971577
177,505,3,0.678838184802396
177,59,4,0.622932910406814
177,62,5,0.6042436875534146
178,177,1,0.8602351927708546
178,60,2,0.6718787714045377
178,216,3,0.6669734614434375
178,473,4,0.6561595594226801
178,59,5,0.635523139396807
179,274,1,0.9102266141150618
179,304,2,0.818657568010507
179,303,3,0.7996275744344197
179,305,4,0.7462187034478401
179,602,5,0.6656886814420999
180,329,1,0.84168817192989
180,510,2,0.8370267570314676
180,511,3,0.8370267570314676
180,276,4,0.8360709982479014
180,182,5,0.8271100717546145
181,183,1,0.9058242224970205
181,569,2,0.8788245343769681
181,570,3,0.8759962604288994
181,568,4,0.8750793644161055
181,192,5,0.8463329000560014
182,422,1,0.9204565320993937
182,278,2,0.8434215278248386
182,44,3,0.8406354771034698
182,330,4,0.8393417831673874
182,571,5,0.838003220833121
183,181,1,0.9058242224970205
183,192,2,0.8945521560906589
183,527,3,0.8746418397874732
183,528,4,0.8746418397874732
183,534,5,0.8435568743460273
184,335,1,0.8301032571358483
184,171,2,0.8263362014437755
184,155,3,0.8262041525860462
184,185,4,0.8194404555177272
184,368,5,0.8183493078941869
185,69,1,0.9232168738228851
185,70,2,0.8849828194967522
185,171,3,0.7850742461586742
185,207,4,0.7725318158888602
185,81,5,0.7711420771111545
186,360,1,0.7138415136431652
186,125,2,0.7039915093819469
186,530,3,0.6991820453533969
186,131,4,0.6876224118786445
186,132,5,0.6876224118786445
187,41,1,0.9050891456312656
187,562,2,0.8703988775804559
187,40,3,0.8702847154384515
187,356,4,0.8610545316333765
187,538,5,0.8560160821631905
188,352,1,0.8838941514070803
188,350,2,0.859737190007205
188,457,3,0.8458283557748622
188,25,4,0.834727588890919
188,346,5,0.8322615323489239
189,163,1,0.8339622721931388
189,337,2,0.8285454063490676
189,128,3,0.8140004289614129
189,127,4,0.8069115690726882
189,507,5,0.8009176098411395
190,160,1,0.9109829420191895
190,128,2,0.8932197824710967
190,471,3,0.8903130938901773
190,191,4,0.8773260966300268
190,163,5,0.8744544412334561
191,190,1,0.8773260966300268
191,471,2,0.7922441197883062
191,163,3,0.7872420428837688
191,63,4,0.7533940252991893
191,160,5,0.7407289591031934
192,331,1,0.9746514472742831
192,183,2,0.8945521560906589
192,569,3,0.8892964504168475
192,570,4,0.8870351033264005
192,568,5,0.8781825338735237
193,330,1,0.9192671355590532
